flat,school,school_dist,num_school_2km
691B CHOA CHU KANG CRES,Yew Tee Primary School,0.5414900599585091,6
606 WOODLANDS RING RD,Woodlands Ring Primary School,0.1987052984322646,17
633 VEERASAMY RD,Stamford Primary School,0.3741150337501356,9
829 JURONG WEST ST 81,West Grove Primary School,0.6015260364487487,10
22 GHIM MOH LINK,Henry Park Primary School,0.8202008346346177,4
610 HOUGANG AVE 8,Xinmin Primary School,0.2571461869155853,14
707 TAMPINES ST 71,Poi Ching School,0.18301406430118294,21
588C MONTREAL DR,Wellington Primary School,0.2988225507282933,6
487A TAMPINES AVE 9,White Sands Primary School,0.7484311767509194,19
497A TAMPINES ST 45,White Sands Primary School,0.735872877849987,19
172 BISHAN ST 13,Kuo Chuan Presbyterian Primary School,0.21885921551737292,16
254 BISHAN ST 22,Catholic High School (Primary),0.8439610299440494,13
408B FERNVALE RD,Fernvale Primary School,0.23075495902186743,9
184B RIVERVALE CRES,Mee Toh School,0.28066390201505853,22
213 JURONG EAST ST 21,Yuhua Primary School,0.44241204437750686,9
4 HAIG RD,Haig Girls' School,0.6363173065002726,12
548 CHOA CHU KANG ST 52,De La Salle School,0.2023020484655411,10
207 TOA PAYOH NTH,Guangyang Primary School,0.5637796809534972,13
609 BT PANJANG RING RD,West View Primary School,0.21674470907131643,13
162 BISHAN ST 13,Kuo Chuan Presbyterian Primary School,0.22617196062365477,16
512 BT BATOK ST 52,Lianhua Primary School,0.15709869638779148,9
230 JURONG EAST ST 21,Yuhua Primary School,0.42628284785270676,8
256 JURONG EAST ST 24,Yuhua Primary School,0.3503960148490662,9
44 SIMS DR,Geylang Methodist School (Primary),0.7894614687108003,6
753 PASIR RIS ST 71,Meridian Primary School,0.18560518195712264,5
388 YISHUN RING RD,North View Primary School,0.2120928583408995,12
114 MARSILING RISE,Qihua Primary School,0.8661714732984412,14
374 BT BATOK ST 31,Dazhong Primary School,0.28462949219189565,9
410 SEMBAWANG DR,Endeavour Primary School,0.15700622863796168,8
127 SIMEI ST 1,Angsana Primary School,0.353990326696144,23
547 WOODLANDS DR 16,Innova Primary School,0.29600663272644395,17
53 SIMS PL,Geylang Methodist School (Primary),0.42014656519417914,6
23 EUNOS CRES,Eunos Primary School,0.2656091900102979,8
685C WOODLANDS DR 73,Greenwood Primary School,0.22473944766107512,20
613 CLEMENTI WEST ST 1,Clementi Primary School,1.3569174904527104,8
203 PETIR RD,Bukit Panjang Primary School,0.6914729774055559,6
22 QUEEN'S CL,New Town Primary School,0.6739308712538559,5
145 YISHUN ST 11,Ahmad Ibrahim Primary School,0.2828308686734822,15
539 BT BATOK ST 52,Lianhua Primary School,0.3696691641183426,9
405B FERNVALE LANE,Fernvale Primary School,0.1680965263560126,8
415C FERNVALE LINK,Fernvale Primary School,0.682620547988008,12
173 LOR 1 TOA PAYOH,CHIJ Primary (Toa Payoh),0.31291283537053266,14
1F CANTONMENT RD,Cantonment Primary School,0.14814972023527595,5
672A CHOA CHU KANG CRES,Unity Primary School,0.12226629607155497,4
417 JURONG WEST ST 42,Jurong Primary School,0.7204609304598427,12
622 JURONG WEST ST 61,Jurong West Primary School,0.14819612621770298,12
115 WHAMPOA RD,Hong Wen School,0.4990343773216419,14
946 JURONG WEST ST 91,Xingnan Primary School,0.33301855841409295,9
344 YISHUN AVE 11,Huamin Primary School,0.22763419886418204,12
432B SENGKANG WEST WAY,Sengkang Green Primary School,0.2470845533997246,7
122A SENGKANG EAST WAY,North Spring Primary School,0.31784640378336554,21
111 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.1658148657877496,9
51 TELOK BLANGAH DR,Blangah Rise Primary School,0.3340679830925213,5
164 BEDOK STH RD,Temasek Primary School,0.28777915024040557,6
250D COMPASSVALE ST,Compassvale Primary School,0.2598533725848111,25
634 HOUGANG AVE 8,Rosyth School,0.49340124952456427,11
621 YISHUN RING RD,Naval Base Primary School,0.4788082622015934,12
102D PUNGGOL FIELD,Edgefield Primary School,0.31507264141861535,25
7 LOR LEW LIAN,Maris Stella High School,0.7805219533318406,13
95 ALJUNIED CRES,Geylang Methodist School (Primary),0.5245334776784041,9
104 HENDERSON CRES,Alexandra Primary School,0.3878394492642494,9
488A TAMPINES AVE 9,White Sands Primary School,0.7798288180628488,20
441 CHOA CHU KANG AVE 4,Concord Primary School,0.4662463420259571,9
694B WOODLANDS DR 62,Greenwood Primary School,0.08859365951841162,18
82 REDHILL LANE,Gan Eng Seng Primary School,0.48122529437631234,11
110 WHAMPOA RD,Hong Wen School,0.5921176743547842,14
39 CIRCUIT RD,Canossa Catholic Primary School,0.3940472979830803,11
672A EDGEFIELD PLAINS,Oasis Primary School,0.2589098067186691,20
274D JURONG WEST AVE 3,Corporation Primary School,0.38105848524051666,11
101 AH HOOD RD,CHIJ Primary (Toa Payoh),0.6607876532874846,13
312 JURONG EAST ST 32,Jurong Primary School,0.20086407625650438,10
302C ANCHORVALE LINK,Anchor Green Primary School,0.4179654644347271,23
661C JURONG WEST ST 64,Frontier Primary School,0.5963808721273255,13
170 BEDOK STH RD,Temasek Primary School,0.3381952027786662,7
763 PASIR RIS ST 71,Meridian Primary School,0.08080883881104485,5
256B SUMANG WALK,Valour Primary School,0.33409735367713095,21
416 CANBERRA RD,Endeavour Primary School,0.2897880710641626,8
136 SIMEI ST 1,Angsana Primary School,0.508918939287297,19
10 JLN KUKOH,River Valley Primary School,0.8667614838277394,8
109 C'WEALTH CRES,New Town Primary School,0.8511175843031983,7
126 BEDOK NTH ST 2,Bedok Green Primary School,0.5348234950208713,12
116A RIVERVALE DR,North Spring Primary School,0.5199525663963708,19
141 POTONG PASIR AVE 3,St. Andrew's Junior School,0.3924221838553683,15
467B ADMIRALTY DR,Canberra Primary School,0.24834520572826246,12
304 UBI AVE 1,Maha Bodhi School,0.10786775154030605,6
156 ANG MO KIO AVE 4,Mayflower Primary School,0.37182923983421085,8
256 SERANGOON CTRL DR,Zhonghua Primary School,0.5943896824449125,12
377 BT BATOK ST 31,Dazhong Primary School,0.20405793022312108,8
220B SUMANG LANE,Punggol Green Primary School,0.3761850991775411,24
66 CIRCUIT RD,Canossa Catholic Primary School,0.6060757008287011,11
488A CHOA CHU KANG AVE 5,Chua Chu Kang Primary School,0.3266261763347304,7
225 BT BATOK CTRL,Bukit View Primary School,0.3143382616895374,10
643 CHOA CHU KANG ST 64,Yew Tee Primary School,0.33113837378137073,7
714 JURONG WEST ST 71,West Grove Primary School,0.3497010096608103,12
157 YUNG LOH RD,Lakeside Primary School,1.131837151712262,6
323 TAMPINES ST 33,East Spring Primary School,0.38470831306454173,19
101 TECK WHYE LANE,Teck Whye Primary School,0.6456262538955845,14
402 BT BATOK WEST AVE 7,St. Anthony's Primary School,0.5607440131828911,9
760 YISHUN ST 72,Jiemin Primary School,0.3106029900037682,14
339 TAMPINES ST 33,East Spring Primary School,0.3310806246118081,19
509 JELAPANG RD,Greenridge Primary School,0.15907931795378205,9
20 HOUGANG AVE 3,Holy Innocents' Primary School,0.5091611577714761,13
119 TECK WHYE LANE,South View Primary School,0.5329615506161884,12
431 BT PANJANG RING RD,Greenridge Primary School,0.34011646421927433,9
18B CIRCUIT RD,Canossa Catholic Primary School,0.7263661065319157,11
444 JURONG WEST AVE 1,Shuqun Primary School,0.531207957062113,8
227B COMPASSVALE DR,Seng Kang Primary School,0.27376413175204306,25
35 CHAI CHEE AVE,Opera Estate Primary School,0.5970741138631975,10
857 JURONG WEST ST 81,Westwood Primary School,0.43262033262086674,12
350 YISHUN AVE 11,Huamin Primary School,0.16372337573630613,14
596C ANG MO KIO ST 52,Jing Shan Primary School,0.223772427754305,8
77 TELOK BLANGAH DR,Blangah Rise Primary School,0.241852301959057,4
244 PASIR RIS ST 21,Pasir Ris Primary School,0.12435233889881345,4
309C ANCHORVALE RD,Anchor Green Primary School,0.1757916367909381,20
511 BT BATOK ST 52,Lianhua Primary School,0.17291331427213152,9
429A YISHUN AVE 11,North View Primary School,0.6173105076760418,7
28 TIONG BAHRU RD,Zhangde Primary School,0.5310951895924592,9
364 BT BATOK ST 31,Dazhong Primary School,0.18945770518937238,8
570 PASIR RIS ST 53,Elias Park Primary School,0.24665579107642796,15
511 CHOA CHU KANG ST 51,De La Salle School,0.6487660762276384,10
460 JURONG WEST ST 41,Shuqun Primary School,0.2671235445595937,8
167B SIMEI LANE,Changkat Primary School,0.8915139629604638,13
60 GEYLANG BAHRU,Bendemeer Primary School,0.4312105341447651,9
32 TEBAN GDNS RD,Fuhua Primary School,1.6744083981023055,2
854 JURONG WEST ST 81,West Grove Primary School,0.44492835216165405,12
533 PASIR RIS DR 1,Casuarina Primary School,0.7058065696021616,15
183 PASIR RIS ST 11,White Sands Primary School,0.07645699047486186,15
602 YISHUN ST 61,Northland Primary School,0.5432439845378724,14
138 LOR AH SOO,Methodist Girls' School (Primary),0.24789669947180948,8
11 EUNOS CRES,Eunos Primary School,0.2961852884604851,12
171 ANG MO KIO AVE 4,CHIJ St. Nicholas Girls' School,0.21117290640767347,8
12 MARINE TER,Ngee Ann Primary School,0.21697869588228907,10
411 ANG MO KIO AVE 10,Townsville Primary School,0.405194814738224,15
157 ANG MO KIO AVE 4,Mayflower Primary School,0.4366915760461618,8
830 TAMPINES ST 82,St. Hilda's Primary School,0.24882945320856784,25
255 BANGKIT RD,Zhenghua Primary School,0.4161979794285679,9
620 BEDOK RESERVOIR RD,Damai Primary School,0.41506494316893777,13
501 BT BATOK ST 52,Lianhua Primary School,0.3177402481365129,9
689 JURONG WEST CTRL 1,Boon Lay Garden Primary School,0.7941017922088615,13
115 EDGEFIELD PLAINS,Mee Toh School,0.1585099828878501,22
364 TAMPINES ST 34,East Spring Primary School,0.5281471562959568,19
273 BANGKIT RD,Zhenghua Primary School,0.7067126116374647,9
413 SERANGOON CTRL,Yangzheng Primary School,0.5877347526104071,12
5 LOR LEW LIAN,Maris Stella High School,0.8789602353266415,13
315 BT BATOK ST 32,Dazhong Primary School,0.23560426580189844,9
801A KEAT HONG CL,Chua Chu Kang Primary School,0.26057007774143126,8
371 BT BATOK ST 31,Dazhong Primary School,0.2474978172372062,8
119A CANBERRA CRES,Sembawang Primary School,1.1272215943409785,9
69 TELOK BLANGAH HTS,Blangah Rise Primary School,0.196756476868578,7
69 REDHILL CL,Gan Eng Seng Primary School,0.18215396897003697,9
104 BEDOK NTH AVE 4,Red Swastika School,0.25260839235928206,16
421 BT BATOK WEST AVE 2,St. Anthony's Primary School,0.5108178314723683,6
437 TAMPINES ST 43,Tampines Primary School,0.3189641944198475,26
94 WHAMPOA DR,Hong Wen School,0.20997822197844923,13
435 TAMPINES ST 43,Tampines Primary School,0.268582612851045,27
466 PASIR RIS ST 41,Casuarina Primary School,0.1452479611970295,10
267 PASIR RIS ST 21,White Sands Primary School,0.2877274152965826,11
660 HOUGANG AVE 8,Xinmin Primary School,0.2508219570898629,15
504B MONTREAL DR,Wellington Primary School,0.16158892923932566,6
442C FAJAR RD,Zhenghua Primary School,0.2807278156597129,11
149 PETIR RD,Zhenghua Primary School,0.4244698391381619,11
288B BT BATOK ST 25,Keming Primary School,0.4545291162049614,8
618D PUNGGOL DR,Oasis Primary School,0.29636459052536895,23
42 CASSIA CRES,Kong Hwa School,0.22689188578666114,8
453 ANG MO KIO AVE 10,Jing Shan Primary School,0.588747634662536,10
1C CANTONMENT RD,Cantonment Primary School,0.2893680213657665,7
856 TAMPINES ST 82,St. Hilda's Primary School,0.4514486590695691,20
403 CHOA CHU KANG AVE 3,Concord Primary School,0.2732988819003294,8
802 WOODLANDS ST 81,Qihua Primary School,0.28567073254414516,18
324 UBI AVE 1,Maha Bodhi School,0.3239639306529154,8
184 YUNG SHENG RD,Lakeside Primary School,0.7140461237782892,8
62A STRATHMORE AVE,Queenstown Primary School,0.45172833234174353,5
167 PETIR RD,Zhenghua Primary School,0.5375963219744608,11
422 BT BATOK WEST AVE 2,St. Anthony's Primary School,0.44191818314818954,6
44 BENDEMEER RD,Bendemeer Primary School,0.14165014878258753,9
162 JLN TECK WHYE,West View Primary School,0.4213326201456463,14
419 YISHUN AVE 11,North View Primary School,0.424623160145472,12
91 LOR 3 TOA PAYOH,Kheng Cheng School,0.18873544616510066,15
617 ANG MO KIO AVE 4,Mayflower Primary School,0.5823937665122166,8
248 CHOA CHU KANG AVE 2,South View Primary School,0.29691893848600265,11
411 HOUGANG AVE 10,CHIJ Our Lady of the Nativity,0.26661686732630635,15
800 YISHUN RING RD,Peiying Primary School,0.2504365294443331,10
113 JURONG EAST ST 13,Fuhua Primary School,0.2820647225624311,9
451A SENGKANG WEST WAY,Sengkang Green Primary School,0.21071652907844265,5
469 ADMIRALTY DR,Canberra Primary School,0.3624579157454682,12
588A MONTREAL DR,Wellington Primary School,0.41831229639196954,7
823 WOODLANDS ST 82,Qihua Primary School,0.17729696608201753,20
484 JURONG WEST AVE 1,Shuqun Primary School,0.5414737993305537,12
274 TAMPINES ST 22,Angsana Primary School,0.16988309691647974,24
279C SENGKANG EAST AVE,Palm View Primary School,0.25698481151426067,22
706 HOUGANG AVE 2,Holy Innocents' Primary School,0.618102653803937,15
837 HOUGANG CTRL,Holy Innocents' Primary School,0.38932581401392075,14
121 HOUGANG AVE 1,Methodist Girls' School (Primary),0.5289338456842634,7
430 BT PANJANG RING RD,Greenridge Primary School,0.31604180024375206,9
135 EDGEDALE PLAINS,Mee Toh School,0.3216691442406685,19
120D CANBERRA CRES,Chongfu School,1.1882641680893988,9
119 YISHUN RING RD,Ahmad Ibrahim Primary School,0.48676354063242083,11
325 HOUGANG AVE 7,Holy Innocents' Primary School,0.5351690348459813,12
442 PASIR RIS DR 6,Casuarina Primary School,0.4036186027031124,13
336D ANCHORVALE CRES,Springdale Primary School,0.390901346931275,19
514 WEST COAST RD,Qifa Primary School,0.5482735396530106,6
105 TAMPINES ST 11,Tampines Primary School,0.39927761537116957,25
617 CHOA CHU KANG NTH 7,Unity Primary School,0.26898087807934634,4
729 ANG MO KIO AVE 6,Mayflower Primary School,0.4077093154432763,8
426 SERANGOON AVE 1,Maris Stella High School,0.6620024092118911,13
723 CLEMENTI WEST ST 2,Clementi Primary School,1.3230316569160347,6
289A PUNGGOL PL,Punggol Green Primary School,0.42598780849076834,25
503 TAMPINES CTRL 1,Gongshang Primary School,0.4726518126975113,23
231 ANG MO KIO AVE 3,Ang Mo Kio Primary School,0.24897109140325727,9
749 PASIR RIS ST 71,Meridian Primary School,0.31828138908915565,5
834 HOUGANG CTRL,Montfort Junior School,0.4144281267605564,14
468A ADMIRALTY DR,Canberra Primary School,0.2506077277256965,12
850 WOODLANDS ST 82,Qihua Primary School,0.4336128731144408,19
109B EDGEDALE PLAINS,Mee Toh School,0.12214201115442248,19
303D PUNGGOL PL,Punggol View Primary School,0.10153756191466444,24
110 BT BATOK WEST AVE 6,Princess Elizabeth Primary School,0.5624036979820171,12
650 PASIR RIS DR 10,Park View Primary School,0.22093608079867547,5
64 MARINE DR,Tao Nan School,0.4197832696850769,7
761 WOODLANDS AVE 6,Evergreen Primary School,0.3692421841470301,16
247 TAMPINES ST 21,Yumin Primary School,0.40997554698370614,23
453 HOUGANG AVE 10,Punggol Primary School,0.13933520370159194,19
557 CHOA CHU KANG NTH 6,De La Salle School,0.1578855144324406,10
151 RIVERVALE CRES,Rivervale Primary School,0.21372864252829588,24
323 JURONG EAST ST 31,Jurong Primary School,0.4641294127176044,12
64 TEBAN GDNS RD,Fuhua Primary School,1.7217474925602203,2
972 HOUGANG ST 91,Hougang Primary School,0.17982209979602862,13
703 HOUGANG AVE 2,Holy Innocents' Primary School,0.5408359540893448,14
843 WOODLANDS ST 82,Evergreen Primary School,0.2025798063762169,17
678 CHOA CHU KANG CRES,Unity Primary School,0.329096883980067,4
102 TAMPINES ST 11,Tampines Primary School,0.3783758443202774,26
252 YISHUN RING RD,Xishan Primary School,0.40133412825594245,11
106 YISHUN RING RD,Jiemin Primary School,0.5339830737407143,12
930 JURONG WEST ST 92,Xingnan Primary School,0.2758347422483822,9
683A CHOA CHU KANG CRES,Unity Primary School,0.1847636719214386,4
155 HOUGANG ST 11,Methodist Girls' School (Primary),0.6283321428985011,12
703 JURONG WEST ST 71,Jurong West Primary School,0.4278545179550669,12
202 TAMPINES ST 21,Chongzheng Primary School,0.274135080553467,25
809 TAMPINES AVE 4,Junyuan Primary School,0.36192427745640093,24
172C EDGEDALE PLAINS,Greendale Primary School,0.11562703432100425,19
336 WOODLANDS AVE 1,Fuchun Primary School,0.4240148575146999,13
620 BT PANJANG RING RD,West View Primary School,0.28096622253924547,12
418 FAJAR RD,Greenridge Primary School,0.21056397534125282,11
948 JURONG WEST ST 91,Xingnan Primary School,0.3929802912301926,10
3 DELTA AVE,Alexandra Primary School,0.32633133106823486,8
317A YISHUN AVE 9,Chongfu School,0.6176085252984389,11
420 CLEMENTI AVE 1,Pei Tong Primary School,0.7011224572683988,7
442B BT BATOK WEST AVE 8,Princess Elizabeth Primary School,0.9228646308822434,7
353 BT BATOK ST 34,St. Anthony's Primary School,0.26902603863129443,9
419 FAJAR RD,Greenridge Primary School,0.29530157852159594,11
117B JLN TENTERAM,St. Andrew's Junior School,0.5989901428765405,11
313 SERANGOON AVE 2,CHIJ Our Lady of Good Counsel,0.4834457300961736,14
861 JURONG WEST ST 81,Westwood Primary School,0.49985786551517564,12
860 YISHUN AVE 4,Naval Base Primary School,0.2049979339374917,12
372 CLEMENTI AVE 4,Pei Tong Primary School,0.3475582794965296,9
768 CHOA CHU KANG ST 54,Kranji Primary School,0.2959146741266054,10
709 BEDOK RESERVOIR RD,Damai Primary School,0.12028446189159316,9
589C MONTREAL DR,Wellington Primary School,0.37743528362947554,6
351D CANBERRA RD,Wellington Primary School,0.3211156279023202,6
759 WOODLANDS AVE 6,Evergreen Primary School,0.273182256055542,16
3A HOLLAND CL,New Town Primary School,1.0722482325727747,7
436D FERNVALE RD,Sengkang Green Primary School,0.17338851032197602,8
265C COMPASSVALE LINK,North Vista Primary School,0.08114602509039918,20
303 CLEMENTI AVE 4,Nan Hua Primary School,0.476273636569686,8
659 JLN TENAGA,Telok Kurau Primary School,0.6231000063373178,6
320C ANCHORVALE DR,Nan Chiau Primary School,0.10674645986952126,23
412 WOODLANDS ST 41,Marsiling Primary School,0.6367501456551607,5
227 PASIR RIS ST 21,Pasir Ris Primary School,0.14270468363064168,10
105 TOWNER RD,Hong Wen School,0.4268461944537177,10
3C UPP BOON KENG RD,Bendemeer Primary School,1.2323449408407152,7
222 HOUGANG ST 21,Xinghua Primary School,0.771123197794529,10
644 HOUGANG AVE 8,Xinmin Primary School,0.20256209823143492,15
660 YISHUN AVE 4,Northland Primary School,0.1543551198098351,14
442 FAJAR RD,Beacon Primary School,0.3260973516085953,10
543 SERANGOON NTH AVE 3,Rosyth School,0.447983058297577,8
293 CHOA CHU KANG AVE 3,Chua Chu Kang Primary School,0.18167939874020175,9
334 JURONG EAST AVE 1,Jurong Primary School,0.31599635314043145,8
270 YISHUN ST 22,Chongfu School,0.13122486753073614,11
134 JLN BT MERAH,CHIJ (Kellock),0.423859899485363,9
412 SERANGOON CTRL,Yangzheng Primary School,0.5209484820490246,12
4 TG PAGAR PLAZA,Cantonment Primary School,0.31291628485584444,3
729 TAMPINES ST 71,Poi Ching School,0.18192837474366694,16
35 CIRCUIT RD,Canossa Catholic Primary School,0.5044898751203369,10
707 WOODLANDS DR 40,Admiralty Primary School,0.4386283983506873,17
339 ANG MO KIO AVE 1,Teck Ghee Primary School,0.240024202286479,14
761 BEDOK RESERVOIR VIEW,Red Swastika School,0.23698835350182135,14
408 SERANGOON AVE 1,Yangzheng Primary School,0.5622668755109117,13
103 ANG MO KIO AVE 3,Ang Mo Kio Primary School,0.1908835638213638,9
164 SIMEI RD,Angsana Primary School,0.7865434704436375,17
232 PENDING RD,Bukit Panjang Primary School,0.46092886513910053,9
355 CHOA CHU KANG CTRL,South View Primary School,0.32162628676635346,11
612 ANG MO KIO AVE 4,Mayflower Primary School,0.5786685925229257,6
102 ANG MO KIO AVE 3,Ang Mo Kio Primary School,0.14891625387016355,10
509B YISHUN AVE 4,Naval Base Primary School,0.31464890142863994,9
160 TAMPINES ST 12,Tampines Primary School,0.16626855105752644,25
487B CHOA CHU KANG AVE 5,Chua Chu Kang Primary School,0.416481150783676,7
203A COMPASSVALE RD,North Vista Primary School,0.4079325248834337,22
151 TAMPINES ST 12,Tampines Primary School,0.10400406442690682,25
123 LOR 1 TOA PAYOH,Kheng Cheng School,0.21646571345121957,13
628 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.6219330010201268,11
991A BUANGKOK LINK,Hougang Primary School,0.781918110718988,15
652 PUNGGOL CTRL,Waterway Primary School,0.3820832587694996,17
537 SERANGOON NTH AVE 4,Rosyth School,0.2454247331877418,9
453 YISHUN ST 41,Northland Primary School,0.5280134085724244,11
656A JURONG WEST ST 61,Frontier Primary School,0.12165672602397057,12
808A CHAI CHEE RD,Opera Estate Primary School,0.7632266067860177,10
131 YISHUN ST 11,Ahmad Ibrahim Primary School,0.13995764902929006,14
126 GEYLANG EAST AVE 1,Geylang Methodist School (Primary),0.36555307902344664,11
530B PASIR RIS DR 1,Elias Park Primary School,0.5782698601762114,15
3 BEACH RD,Stamford Primary School,0.8651521207631294,4
140 PETIR RD,Bukit Panjang Primary School,0.2132602922488381,11
167 BT BATOK WEST AVE 8,Princess Elizabeth Primary School,0.28637857990662174,11
132 CASHEW RD,Bukit Panjang Primary School,0.16301244361963332,9
457 PASIR RIS DR 4,Casuarina Primary School,0.2811687323202282,12
328 WOODLANDS ST 32,Fuchun Primary School,0.14641101775602616,11
525 SERANGOON NTH AVE 4,Rosyth School,0.2652222167052781,10
155 JLN TECK WHYE,West View Primary School,0.6258691492041216,15
518 WEST COAST RD,Qifa Primary School,0.6080509318216423,6
327 SERANGOON AVE 3,Yangzheng Primary School,0.216195113737821,17
341 TAMPINES ST 33,East Spring Primary School,0.18047285213499456,19
12A MARSILING LANE,Marsiling Primary School,0.982150412106379,12
257 BISHAN ST 22,Catholic High School (Primary),0.5991362639991459,13
678C JURONG WEST ST 64,Westwood Primary School,0.45210065654826254,16
916 JURONG WEST ST 91,Pioneer Primary School,0.18479487727938324,9
160 JLN TECK WHYE,Teck Whye Primary School,0.4421014273789387,14
886C WOODLANDS DR 50,Woodlands Primary School,0.2954231285896659,19
607 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.21878675873651895,9
668 JLN DAMAI,Telok Kurau Primary School,0.33945641994605547,7
319A ANCHORVALE DR,Nan Chiau Primary School,0.2123234322626733,21
87 BEDOK NTH ST 4,St. Anthony's Primary School,0.38371412658568577,15
104 JURONG EAST ST 13,Fuhua Primary School,0.16934601496436882,6
281B SENGKANG EAST AVE,Palm View Primary School,0.2237901693717281,22
106 BISHAN ST 12,Guangyang Primary School,0.18441144909003981,15
60 CIRCUIT RD,Canossa Catholic Primary School,0.4940564164192946,9
199D PUNGGOL FIELD,Edgefield Primary School,0.13716777291416762,25
41 CIRCUIT RD,Canossa Catholic Primary School,0.4538166184081403,11
233 BISHAN ST 22,Catholic High School (Primary),0.4878793839442446,12
130 EDGEDALE PLAINS,Mee Toh School,0.2283791209850447,20
21 EUNOS CRES,Eunos Primary School,0.15294959035391617,8
56 CHAI CHEE DR,Opera Estate Primary School,0.8163591831093291,10
713 CLEMENTI WEST ST 2,Qifa Primary School,1.173778296885971,6
577 PASIR RIS ST 53,Elias Park Primary School,0.2337229814540973,15
275 BT BATOK EAST AVE 4,Keming Primary School,0.3552668883109762,9
188B BEDOK NTH ST 4,St. Anthony's Primary School,0.3066010720818201,15
287 BT BATOK EAST AVE 3,Keming Primary School,0.2917647815953326,10
403 BEDOK NTH AVE 3,Fengshan Primary School,0.23750161679841247,11
182 YUNG SHENG RD,Lakeside Primary School,0.7001846039730639,8
142 PASIR RIS ST 11,White Sands Primary School,0.3233381615943644,19
61 LOR 5 TOA PAYOH,Pei Chun Public School,0.3612581461081229,15
107 SIMEI ST 1,Changkat Primary School,0.2771967785777751,19
52 STIRLING RD,Queenstown Primary School,0.46285309345838827,3
965 HOUGANG AVE 9,Hougang Primary School,0.3810195593892321,12
434 JURONG WEST ST 42,Shuqun Primary School,0.5417114513821997,8
80C TELOK BLANGAH ST 31,Blangah Rise Primary School,0.32949974499958384,4
538 SERANGOON NTH AVE 4,Rosyth School,0.2991434662334221,10
725 TAMPINES ST 71,Poi Ching School,0.07437009412110329,18
152 PASIR RIS ST 13,White Sands Primary School,0.2493819972981843,15
13 LOR 7 TOA PAYOH,Pei Chun Public School,0.401518001623105,19
206 MARSILING DR,Marsiling Primary School,1.2795208088125485,5
334 SERANGOON AVE 3,Yangzheng Primary School,0.3051191466826099,15
918 JURONG WEST ST 91,Pioneer Primary School,0.1845907192199152,9
289B COMPASSVALE CRES,Compassvale Primary School,0.3603971618849123,27
120B RIVERVALE DR,North Spring Primary School,0.19260710290111485,22
29 KELANTAN RD,Stamford Primary School,0.25458760366361305,9
604 SENJA RD,West View Primary School,0.3905690339017006,12
452 JURONG WEST ST 42,Rulang Primary School,0.5351394276082264,8
336C ANCHORVALE CRES,Springdale Primary School,0.37127875464469096,19
123 PENDING RD,Zhenghua Primary School,0.2655461516871473,10
793 YISHUN RING RD,Peiying Primary School,0.3919976921992215,12
435 ANG MO KIO AVE 10,Teck Ghee Primary School,0.43143205662262935,12
969 HOUGANG ST 91,Hougang Primary School,0.21072127779742914,14
142 RIVERVALE CRES,Rivervale Primary School,0.332387563263197,26
136 PETIR RD,Bukit Panjang Primary School,0.1293620791860081,11
754 WOODLANDS CIRCLE,Evergreen Primary School,0.14486756487758445,17
479 TAMPINES ST 44,Tampines Primary School,0.544155897013383,22
163B RIVERVALE CRES,Mee Toh School,0.599680857529332,21
85 LOR 4 TOA PAYOH,Kheng Cheng School,0.17926963417234323,14
45 TEBAN GDNS RD,Qifa Primary School,1.8810327055757898,4
661A JURONG WEST ST 64,Frontier Primary School,0.6107614878999112,13
188A BEDOK NTH ST 4,St. Anthony's Primary School,0.34221714572817563,13
13 UPP BOON KENG RD,Bendemeer Primary School,0.9866751433226216,8
205 MARSILING DR,Marsiling Primary School,1.2282952217388303,6
340 CLEMENTI AVE 5,Pei Tong Primary School,0.37131743716074156,7
40 TELOK BLANGAH RISE,Radin Mas Primary School,0.3331008215371434,8
977 JURONG WEST ST 93,Jurong West Primary School,0.5470334408538412,10
286B COMPASSVALE CRES,Compassvale Primary School,0.422949673697208,27
18 LOR 7 TOA PAYOH,Pei Chun Public School,0.19681384077450978,18
117 PASIR RIS ST 11,Casuarina Primary School,0.5659692793889218,19
111 TECK WHYE LANE,Teck Whye Primary School,0.6516756042575488,13
135 BEDOK NTH ST 2,Fengshan Primary School,0.5467653405473484,11
619D PUNGGOL DR,Oasis Primary School,0.259805643193134,23
878 YISHUN ST 81,Naval Base Primary School,0.40831639852302515,7
242 JURONG EAST ST 24,Yuhua Primary School,0.21282952089361842,10
79E TOA PAYOH CTRL,Kheng Cheng School,0.4114307157141483,16
931 TAMPINES ST 91,Junyuan Primary School,0.22131205697556972,28
506 ANG MO KIO AVE 8,Jing Shan Primary School,0.42889520087469557,8
58 CHAI CHEE DR,Opera Estate Primary School,0.7994401799486481,10
450D BT BATOK WEST AVE 6,Princess Elizabeth Primary School,0.5039778634223256,12
107 TECK WHYE LANE,Teck Whye Primary School,0.6194997323625937,15
625 SENJA RD,West View Primary School,0.20464077075207568,12
237 JURONG EAST ST 21,Yuhua Primary School,0.2315659042478388,9
528 CHOA CHU KANG ST 51,De La Salle School,0.3134551443315723,10
262 BOON LAY DR,Boon Lay Garden Primary School,0.6449935342142056,13
483 PASIR RIS DR 4,Pasir Ris Primary School,0.3603642056625519,10
