flat,mrt,mrt_dist,num_mrt_2km
104B EDGEFIELD PLAINS,COVE LRT STATION,0.3039495604612158,24
428 TAMPINES ST 41,TAMPINES EAST MRT STATION,0.7094806882512406,6
617 BEDOK RESERVOIR RD,BEDOK NORTH MRT STATION,0.24017683965006967,6
637 PASIR RIS DR 1,PASIR RIS MRT STATION,1.077979836579291,1
536 WOODLANDS DR 14,WOODLANDS SOUTH MRT STATION,0.5121757158405806,5
104 JLN RAJAH,TOA PAYOH MRT STATION,0.8343112175247392,8
2 TECK WHYE AVE,KEAT HONG LRT STATION,0.48411672422026397,14
277A COMPASSVALE LINK,BUANGKOK MRT STATION,0.18991703363151072,14
543 CHOA CHU KANG ST 52,YEW TEE MRT STATION,0.5349624486727618,5
556 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,0.9278061835670485,2
228A COMPASSVALE WALK,KANGKAR LRT STATION,0.3946246247306116,18
44 LOR 5 TOA PAYOH,TOA PAYOH MRT STATION,0.8344882031875415,7
182 STIRLING RD,QUEENSTOWN MRT STATION,0.11838621541271953,3
461 HOUGANG AVE 10,HOUGANG MRT STATION,0.2984492173702801,6
310 CLEMENTI AVE 4,CLEMENTI MRT STATION,0.5919211705519688,2
649 PUNGGOL CTRL,KADALOOR LRT STATION,0.31136276996257684,14
406 TAMPINES ST 41,TAMPINES MRT STATION,0.4313196801992442,6
934 TAMPINES ST 91,TAMPINES WEST MRT STATION,0.19181514379006337,5
653B JURONG WEST ST 61,PIONEER MRT STATION,0.18204919738403577,2
890A TAMPINES AVE 1,TAMPINES WEST MRT STATION,0.5217711414722287,4
438 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,0.5847954822714093,4
113D MCNAIR RD,BOON KENG MRT STATION,0.22882999774632445,13
502 CHOA CHU KANG ST 51,CHOA CHU KANG MRT STATION,0.4288815016835623,6
454 TAMPINES ST 42,TAMPINES EAST MRT STATION,0.13044825448773545,6
804 WOODLANDS ST 81,WOODLANDS MRT STATION,0.37037091532471184,6
413 YISHUN RING RD,YISHUN MRT STATION,1.372076416247974,2
259C PUNGGOL FIELD,SOO TECK LRT STATION,0.18119709623908936,20
216C COMPASSVALE DR,SENGKANG LRT STATION,0.1758586573679408,19
919 HOUGANG AVE 4,HOUGANG MRT STATION,1.0545980459844442,8
184 JELEBU RD,BUKIT PANJANG MRT STATION,0.12580037431373006,16
603C PUNGGOL RD,DAMAI LRT STATION,0.22097389997254804,22
256 YISHUN RING RD,YISHUN MRT STATION,0.7555732740171591,2
155 WOODLANDS ST 13,MARSILING MRT STATION,0.25163432259588253,5
354 ANG MO KIO ST 32,ANG MO KIO MRT STATION,0.7240449861924624,4
101 BEDOK NTH AVE 4,BEDOK RESERVOIR MRT STATION,0.6781750645216844,5
226A COMPASSVALE WALK,RANGGUNG LRT STATION,0.4513369790525882,20
317 UBI AVE 1,UBI MRT STATION,0.4251361781935073,10
8 MARSILING DR,MARSILING MRT STATION,1.0353264260680626,4
109 PASIR RIS ST 11,PASIR RIS MRT STATION,0.90452479789066,2
516 SERANGOON NTH AVE 4,KOVAN MRT STATION,1.7898016219898254,1
127 RIVERVALE ST,RUMBIA LRT STATION,0.4271678695141409,22
238 TAMPINES ST 21,TAMPINES MRT STATION,0.3158726187230917,6
440 TAMPINES ST 43,TAMPINES EAST MRT STATION,0.6099981933741065,5
296 YISHUN ST 20,YISHUN MRT STATION,0.6601448963603137,2
611 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.7235286746900268,5
505D YISHUN ST 51,KHATIB MRT STATION,1.2617201219830485,2
664D JURONG WEST ST 64,BOON LAY MRT STATION,0.3708665025349532,2
110A DEPOT RD,TELOK BLANGAH MRT STATION,1.1817627139110183,4
664 BUFFALO RD,ROCHOR MRT STATION,0.1794633768007742,26
546 HOUGANG ST 51,BUANGKOK MRT STATION,0.4618945384620954,12
365 TAMPINES ST 34,TAMPINES EAST MRT STATION,0.6900670160596716,5
589D MONTREAL DR,SEMBAWANG MRT STATION,0.489544891552753,2
507D WELLINGTON CIRCLE,SEMBAWANG MRT STATION,0.4052771044025172,2
458 HOUGANG AVE 10,BUANGKOK MRT STATION,0.6666085914775403,11
525A PASIR RIS ST 51,PASIR RIS MRT STATION,0.4706425564013021,4
312A ANCHORVALE LANE,TONGKANG LRT STATION,0.27423633956461585,14
15 UPP BOON KENG RD,KALLANG MRT STATION,0.484880274522823,12
59 CHAI CHEE RD,KEMBANGAN MRT STATION,0.9190727882024196,6
529 WOODLANDS DR 14,WOODLANDS SOUTH MRT STATION,0.4959181770289988,4
190 PUNGGOL CTRL,MERIDIAN LRT STATION,0.2864613780842336,22
146 MEI LING ST,QUEENSTOWN MRT STATION,0.19110535016423566,4
788 YISHUN AVE 2,KHATIB MRT STATION,0.4219703801933544,2
265D PUNGGOL WAY,SOO TECK LRT STATION,0.12703572531712118,20
425 CLEMENTI AVE 1,DOVER MRT STATION,0.8606894995721655,2
929 JURONG WEST ST 92,PIONEER MRT STATION,0.9890512516488822,3
951 HOUGANG AVE 9,HOUGANG MRT STATION,1.6521712574643554,7
720 TAMPINES ST 72,TAMPINES MRT STATION,0.9094305379205561,3
482 TAMPINES ST 43,TAMPINES EAST MRT STATION,0.6272097836026017,4
672A YISHUN AVE 4,KHATIB MRT STATION,0.9479296626608936,2
204 BT BATOK ST 21,BUKIT BATOK MRT STATION,0.16646590731765099,4
436 JURONG WEST AVE 1,LAKESIDE MRT STATION,0.8905939679414352,2
786E WOODLANDS DR 60,ADMIRALTY MRT STATION,0.7199244511932376,4
234 LOR 8 TOA PAYOH,BRADDELL MRT STATION,1.254681717595582,7
350B CANBERRA RD,SEMBAWANG MRT STATION,0.13811012491647248,2
156 BEDOK STH AVE 3,TANAH MERAH MRT STATION,0.988541940116892,2
630 YISHUN ST 61,KHATIB MRT STATION,0.5392538715593271,2
614 CHOA CHU KANG ST 62,YEW TEE MRT STATION,0.5442629749184864,3
25 TECK WHYE LANE,TECK WHYE LRT STATION,0.2164906771540969,17
97 LOR 3 TOA PAYOH,BRADDELL MRT STATION,0.23118782914906427,7
18D CIRCUIT RD,MACPHERSON MRT STATION,0.35877341951644953,10
687A WOODLANDS DR 75,ADMIRALTY MRT STATION,0.6943122501991907,2
252 CHOA CHU KANG AVE 2,SOUTH VIEW LRT STATION,0.25238701971215705,8
336 CLEMENTI AVE 2,CLEMENTI MRT STATION,0.4755552535046517,2
685 RACE COURSE RD,FARRER PARK MRT STATION,0.34746717420772394,15
114 PENDING RD,PENDING LRT STATION,0.24864383730877246,14
341B SEMBAWANG CL,SEMBAWANG MRT STATION,0.20849552462784623,2
218 ANG MO KIO AVE 1,ANG MO KIO MRT STATION,1.019312309701682,5
690C CHOA CHU KANG CRES,YEW TEE MRT STATION,0.7554214449546238,1
90 C'WEALTH DR,COMMONWEALTH MRT STATION,0.3631144406049206,7
259 BT BATOK EAST AVE 4,BUKIT BATOK MRT STATION,1.149769669899874,3
272 TAMPINES ST 22,TAMPINES MRT STATION,0.7348694287556882,6
515C TAMPINES CTRL 7,TAMPINES MRT STATION,0.49614986615050294,4
391 YISHUN AVE 6,YISHUN MRT STATION,1.576570593730901,1
748B BEDOK RESERVOIR CRES,BEDOK NORTH MRT STATION,0.40404239541401904,5
701 YISHUN AVE 5,YISHUN MRT STATION,0.6888726038476162,3
130 LOR AH SOO,KOVAN MRT STATION,0.9969764199668144,5
230E TAMPINES ST 24,TAMPINES EAST MRT STATION,0.3957929709569058,7
161 HOUGANG ST 11,SERANGOON MRT STATION,0.6519519377704021,6
337 SEMBAWANG CRES,SEMBAWANG MRT STATION,0.5851525089448394,3
90 DAWSON RD,QUEENSTOWN MRT STATION,0.7030433475921021,4
392 TAMPINES AVE 7,TAMPINES EAST MRT STATION,0.33830203164116734,5
5 DOVER CRES,ONE-NORTH MRT STATION,0.7178405057353539,7
143 YISHUN RING RD,YISHUN MRT STATION,0.4681235928893008,3
11 TOH YI DR,BEAUTY WORLD MRT STATION,0.5041588618819283,2
458 CLEMENTI AVE 3,CLEMENTI MRT STATION,0.41210154525957526,2
548 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,0.8966061285945199,2
832 TAMPINES ST 82,TAMPINES WEST MRT STATION,0.6077961470903903,4
241 PASIR RIS ST 21,PASIR RIS MRT STATION,1.4615966057678933,1
338 TAMPINES ST 33,TAMPINES EAST MRT STATION,0.7339243864843052,7
282 CHOA CHU KANG AVE 3,SOUTH VIEW LRT STATION,0.23408195118723002,8
117 SERANGOON NTH AVE 1,KOVAN MRT STATION,1.798938848682487,3
393 YISHUN AVE 6,YISHUN MRT STATION,1.505760657182919,1
217 CHOA CHU KANG CTRL,CHOA CHU KANG LRT STATION,0.27858796966821514,11
352 CHOA CHU KANG CTRL,CHOA CHU KANG LRT STATION,0.27121072533005564,8
239 CHOA CHU KANG CTRL,KEAT HONG LRT STATION,0.1944177834976719,11
790 CHOA CHU KANG NTH 6,YEW TEE MRT STATION,0.307266786952252,6
163B PUNGGOL CTRL,CORAL EDGE LRT STATION,0.23342856200325499,14
3A GEYLANG SERAI,EUNOS MRT STATION,0.5429782009083782,9
169A PUNGGOL FIELD,CORAL EDGE LRT STATION,0.2125924684892327,13
615 BEDOK RESERVOIR RD,BEDOK NORTH MRT STATION,0.3603845214910323,7
715 TAMPINES ST 71,TAMPINES MRT STATION,0.8312082024000876,4
439 HOUGANG AVE 8,BUANGKOK MRT STATION,0.4746099397083129,12
120 PAYA LEBAR WAY,MATTAR MRT STATION,0.48807040536970436,13
924 HOUGANG AVE 9,HOUGANG MRT STATION,1.2645067687106093,8
358 BT BATOK ST 31,BUKIT GOMBAK MRT STATION,0.3205055019958982,6
426D YISHUN AVE 11,YISHUN MRT STATION,1.556166003473794,2
362 YUNG AN RD,LAKESIDE MRT STATION,0.9052537311484579,3
84A LOR 2 TOA PAYOH,TOA PAYOH MRT STATION,0.30589540893008443,8
54 NEW UPP CHANGI RD,TANAH MERAH MRT STATION,0.4913832063653929,3
136 RIVERVALE ST,BAKAU LRT STATION,0.10926901041860118,21
220A BEDOK CTRL,BEDOK MRT STATION,0.5504003969246626,3
228 YISHUN ST 21,YISHUN MRT STATION,0.7094786377899966,2
677C PUNGGOL DR,DAMAI LRT STATION,0.1379496361093062,18
534 BEDOK NTH ST 3,BEDOK NORTH MRT STATION,0.7860431590839733,5
112 PENDING RD,PETIR LRT STATION,0.24599949577429325,14
683B EDGEDALE PLAINS,OASIS LRT STATION,0.368659336575075,18
245 SIMEI ST 5,SIMEI MRT STATION,0.1645161173715911,8
355 HOUGANG AVE 7,HOUGANG MRT STATION,0.6570902537998908,7
827 YISHUN ST 81,KHATIB MRT STATION,0.29226644166422105,2
805D KEAT HONG CL,KEAT HONG LRT STATION,0.8370984771887755,8
896B WOODLANDS DR 50,WOODLANDS MRT STATION,0.5232091086652091,5
517 JURONG WEST ST 52,LAKESIDE MRT STATION,0.22949436305727267,3
674A YISHUN AVE 4,KHATIB MRT STATION,1.1839657018034693,2
235 JURONG EAST ST 21,JURONG EAST MRT STATION,0.7546798327763466,4
250B COMPASSVALE ST,COMPASSVALE LRT STATION,0.2597878217547235,23
698B HOUGANG ST 61,HOUGANG MRT STATION,0.6476181524012274,7
731 JURONG WEST ST 72,PIONEER MRT STATION,0.883098542333617,2
227A COMPASSVALE DR,KANGKAR LRT STATION,0.3934923242219115,18
5 BEDOK STH AVE 2,BEDOK MRT STATION,0.5322871979710243,3
273A BISHAN ST 24,BISHAN MRT STATION,0.7698136524770566,5
89 BEDOK NTH ST 4,BEDOK RESERVOIR MRT STATION,0.7815440893085566,4
110A PUNGGOL FIELD,MERIDIAN LRT STATION,0.0957212320309989,21
477 TAMPINES ST 43,TAMPINES EAST MRT STATION,0.556510136285538,5
52 CASSIA CRES,DAKOTA MRT STATION,0.47546611439862096,11
131 CHOA CHU KANG AVE 1,KEAT HONG LRT STATION,0.38177627103355877,13
681B WOODLANDS DR 62,ADMIRALTY MRT STATION,0.29396643652688,4
195 BISHAN ST 13,BISHAN MRT STATION,0.37938184885711174,7
176B EDGEFIELD PLAINS,MERIDIAN LRT STATION,0.18779999898207006,21
405 CHOA CHU KANG AVE 3,SOUTH VIEW LRT STATION,0.6526476331039587,5
448A SENGKANG WEST WAY,FERNVALE LRT STATION,0.3849089160321021,6
111 CLEMENTI ST 13,CLEMENTI MRT STATION,1.1191543241516402,3
1 BEACH RD,ESPLANADE MRT STATION,0.19984988667136833,30
35 EUNOS CRES,EUNOS MRT STATION,0.2539502849105008,9
252 BANGKIT RD,BANGKIT LRT STATION,0.155039612165869,12
261 JURONG EAST ST 24,CHINESE GARDEN MRT STATION,0.8973097916775375,4
448C BT BATOK WEST AVE 9,BUKIT BATOK MRT STATION,1.0148248591701268,3
322 UBI AVE 1,UBI MRT STATION,0.6628380170327971,9
684C JURONG WEST ST 64,BOON LAY MRT STATION,0.5788815012830115,3
959 HOUGANG ST 91,TONGKANG LRT STATION,1.5538891902918182,7
135 YISHUN ST 11,YISHUN MRT STATION,0.463282875199067,3
127 BT BATOK WEST AVE 6,BUKIT BATOK MRT STATION,0.500239105941225,3
320D ANCHORVALE DR,SENGKANG LRT STATION,0.4080791690922715,20
481 PASIR RIS DR 4,PASIR RIS MRT STATION,1.083617270570192,1
692 JURONG WEST CTRL 1,BOON LAY MRT STATION,0.40955705968008654,3
25 TELOK BLANGAH CRES,TELOK BLANGAH MRT STATION,1.2185840936820733,6
57 TEBAN GDNS RD,JURONG EAST MRT STATION,1.2868542088761092,2
112 PASIR RIS ST 11,PASIR RIS MRT STATION,0.9500608167545989,3
531 WOODLANDS DR 14,WOODLANDS SOUTH MRT STATION,0.42347092053831337,4
460 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,1.1366201733819437,3
857A TAMPINES ST 83,TAMPINES MRT STATION,0.8829514280307574,4
116 TECK WHYE LANE,KEAT HONG LRT STATION,0.30334198380258615,13
426 BT BATOK WEST AVE 2,BUKIT GOMBAK MRT STATION,0.8451438996109809,4
72 BEDOK STH AVE 3,TANAH MERAH MRT STATION,0.8097202052557734,2
872 TAMPINES ST 84,TAMPINES WEST MRT STATION,1.175040592889222,4
706 TAMPINES ST 71,TAMPINES MRT STATION,0.6652575031525715,4
703 WOODLANDS DR 40,ADMIRALTY MRT STATION,0.4937694761415811,5
450 CLEMENTI AVE 3,CLEMENTI MRT STATION,0.15753648786060007,2
33 TEBAN GDNS RD,JURONG EAST MRT STATION,1.4218299333568305,2
271D JURONG WEST ST 24,BOON LAY MRT STATION,1.2709193551695257,3
363 WOODLANDS AVE 5,WOODLANDS MRT STATION,0.32597362541979014,6
235 TAMPINES ST 21,TAMPINES MRT STATION,0.425278426998465,6
38 CAMBRIDGE RD,NOVENA MRT STATION,0.7084336295797385,16
631 BEDOK RESERVOIR RD,BEDOK NORTH MRT STATION,0.3890574402809354,7
678D JURONG WEST ST 64,BOON LAY MRT STATION,0.7548690775822741,3
199B PUNGGOL FIELD,COVE LRT STATION,0.07893257436405476,25
474 SEGAR RD,SEGAR LRT STATION,0.3227799730682861,11
676C YISHUN RING RD,KHATIB MRT STATION,1.150007639919481,2
91 DAWSON RD,QUEENSTOWN MRT STATION,0.7468557309114462,4
265B PUNGGOL WAY,SOO TECK LRT STATION,0.1642910097676045,20
807 TAMPINES AVE 4,TAMPINES WEST MRT STATION,0.26049128741325006,5
7 MARINE TER,KEMBANGAN MRT STATION,1.9346417464505943,1
513 ANG MO KIO AVE 8,ANG MO KIO MRT STATION,0.3193366410622797,2
12 TOH YI DR,BEAUTY WORLD MRT STATION,0.467065054543953,2
872 YISHUN ST 81,KHATIB MRT STATION,0.614299780074899,2
519 PASIR RIS ST 52,PASIR RIS MRT STATION,0.4729878740823909,1
457 SEGAR RD,SEGAR LRT STATION,0.12763711573178377,11
13 EUNOS CRES,EUNOS MRT STATION,0.3228853882379114,8
446 HOUGANG AVE 8,BUANGKOK MRT STATION,0.46914252096029363,12
672D EDGEFIELD PLAINS,DAMAI LRT STATION,0.36851844147246676,18
10 PINE CL,MOUNTBATTEN MRT STATION,0.32765925027898596,9
27A JLN MEMBINA,TIONG BAHRU MRT STATION,0.5192607121718869,6
942 JURONG WEST ST 91,PIONEER MRT STATION,1.1175669400947688,2
713 WOODLANDS DR 70,ADMIRALTY MRT STATION,0.3855677815627073,5
776 WOODLANDS CRES,ADMIRALTY MRT STATION,0.8389581459591936,4
102A PUNGGOL FIELD,COVE LRT STATION,0.052602761795888894,25
296C CHOA CHU KANG AVE 2,SOUTH VIEW LRT STATION,0.53065029607393,6
432 HOUGANG AVE 6,HOUGANG MRT STATION,0.5544922301905484,10
394 BT BATOK WEST AVE 5,BUKIT GOMBAK MRT STATION,0.8514905068895584,12
289D PUNGGOL PL,PUNGGOL MRT STATION,0.32255381913980113,23
619A PUNGGOL DR,OASIS LRT STATION,0.14640037972392567,19
107 WOODLANDS ST 13,WOODLANDS MRT STATION,0.47779804027073197,5
719 JURONG WEST AVE 5,PIONEER MRT STATION,0.7695997593559246,2
124 PENDING RD,PENDING LRT STATION,0.09559808440129267,14
467 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,0.9503955260381696,4
417 BEDOK NTH AVE 2,BEDOK MRT STATION,0.4018252125920541,4
440C CLEMENTI AVE 3,CLEMENTI MRT STATION,0.24115378986664562,2
326 TAMPINES ST 32,TAMPINES EAST MRT STATION,0.5981324121084649,6
691C WOODLANDS DR 73,ADMIRALTY MRT STATION,0.5676518919705807,3
33 TELOK BLANGAH WAY,HARBOURFRONT MRT STATION,0.965783068357203,5
410B FERNVALE RD,FERNVALE LRT STATION,0.2328776358009471,7
4 EVERTON PK,OUTRAM PARK MRT STATION,0.32368153633684754,14
508 BEDOK NTH AVE 3,BEDOK RESERVOIR MRT STATION,0.356384971608084,5
441 FAJAR RD,FAJAR LRT STATION,0.13712131149198264,12
438 JURONG WEST AVE 1,LAKESIDE MRT STATION,0.8427627104854516,2
279A SENGKANG EAST AVE,RENJONG LRT STATION,0.30184565523772,16
138 MARSILING RD,MARSILING MRT STATION,0.7114805779360236,4
150A CORPORATION DR,LAKESIDE MRT STATION,1.9401570926058966,1
525 CHOA CHU KANG ST 51,CHOA CHU KANG MRT STATION,0.7488656154988954,5
128 GEYLANG EAST AVE 1,PAYA LEBAR MRT STATION,0.5002423269160824,13
32 EUNOS CRES,EUNOS MRT STATION,0.2165705667420745,9
424A YISHUN AVE 11,YISHUN MRT STATION,1.6062211865895664,2
115C CANBERRA WALK,CANBERRA MRT STATION,0.3293598754091905,3
139 BEDOK NTH AVE 3,BEDOK MRT STATION,0.852554044145186,4
832 YISHUN ST 81,KHATIB MRT STATION,0.34448091037799733,2
699B HOUGANG ST 52,HOUGANG MRT STATION,0.7515075943674656,10
138 POTONG PASIR AVE 3,POTONG PASIR MRT STATION,0.4665255239416923,5
462 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,0.9992779960116163,3
613A BEDOK RESERVOIR RD,BEDOK NORTH MRT STATION,0.24130931129418454,5
12 FARRER PK RD,FARRER PARK MRT STATION,0.28501557286968776,20
360A ADMIRALTY DR,SEMBAWANG MRT STATION,0.4679115860408809,3
550 PASIR RIS ST 51,PASIR RIS MRT STATION,0.7863566135328669,4
739 TAMPINES ST 72,TAMPINES MRT STATION,1.185297491393426,3
662 CHOA CHU KANG CRES,YEW TEE MRT STATION,0.5741632174348174,3
81A LOR 4 TOA PAYOH,TOA PAYOH MRT STATION,0.44116613354864354,7
223 JURONG EAST ST 21,CHINESE GARDEN MRT STATION,0.4108305331654409,5
665 JLN DAMAI,KAKI BUKIT MRT STATION,0.09825990296774775,5
706 CHOA CHU KANG ST 53,CHOA CHU KANG MRT STATION,0.6194525398838252,9
109 TAMPINES ST 11,SIMEI MRT STATION,0.6855590411822551,6
364 YISHUN RING RD,YISHUN MRT STATION,1.0711367653608161,2
251 BANGKIT RD,BANGKIT LRT STATION,0.17073731358014377,12
208B COMPASSVALE LANE,RANGGUNG LRT STATION,0.18512631197411206,16
121A KIM TIAN PL,TIONG BAHRU MRT STATION,0.4123719532803457,6
158 BISHAN ST 13,BISHAN MRT STATION,0.9463646577885294,9
535 HOUGANG ST 52,HOUGANG MRT STATION,0.6211247327841815,9
338 JURONG EAST AVE 1,CHINESE GARDEN MRT STATION,0.8831150451000925,2
682A JURONG WEST CTRL 1,BOON LAY MRT STATION,0.6011637900893939,3
509 PASIR RIS ST 52,PASIR RIS MRT STATION,0.6612401898682786,1
105A DEPOT RD,REDHILL MRT STATION,1.1157219924490904,5
162 BEDOK STH RD,TANAH MERAH MRT STATION,0.8312629613980088,2
919 JURONG WEST ST 91,PIONEER MRT STATION,1.1430365035881926,2
926 YISHUN CTRL 1,YISHUN MRT STATION,0.3719034320336382,3
526 BT BATOK ST 51,BUKIT GOMBAK MRT STATION,0.19507922154879834,3
211 JURONG EAST ST 21,JURONG EAST MRT STATION,0.6500405749689656,4
111 MCNAIR RD,BOON KENG MRT STATION,0.43641450878389104,12
307 JURONG EAST ST 32,CHINESE GARDEN MRT STATION,0.5229225454392424,5
441B FERNVALE RD,FERNVALE LRT STATION,0.19380901965188496,7
869 WOODLANDS ST 83,ADMIRALTY MRT STATION,0.8106050000886541,5
815B CHOA CHU KANG AVE 7,KEAT HONG LRT STATION,0.2713821629887455,10
775 PASIR RIS ST 71,PASIR RIS MRT STATION,1.3613142338446402,1
708 PASIR RIS DR 10,PASIR RIS MRT STATION,1.4575923129275126,1
621 JURONG WEST ST 65,PIONEER MRT STATION,0.44288579486295343,2
68 GEYLANG BAHRU,GEYLANG BAHRU MRT STATION,0.23480232308548352,9
842E TAMPINES ST 82,TAMPINES MRT STATION,0.6408244694471131,6
671A KLANG LANE,ROCHOR MRT STATION,0.3501627294953273,24
308 YISHUN RING RD,YISHUN MRT STATION,0.6490414529680697,3
701 TAMPINES ST 71,TAMPINES MRT STATION,0.7039133418478374,4
205A COMPASSVALE LANE,RANGGUNG LRT STATION,0.20109884968800834,16
131A LOR 1 TOA PAYOH,CALDECOTT MRT STATION,0.43805384502372446,8
119 PENDING RD,PENDING LRT STATION,0.2537191232238292,14
305C ANCHORVALE LINK,TONGKANG LRT STATION,0.22848355071280516,15
72 MARINE DR,EUNOS MRT STATION,1.8060487465249329,2
624B WOODLANDS DR 52,ADMIRALTY MRT STATION,0.6532475231381317,4
747 PASIR RIS ST 71,PASIR RIS MRT STATION,1.7732003053145657,1
175B YUNG KUANG RD,LAKESIDE MRT STATION,1.2634101465285164,3
315A PUNGGOL WAY,SUMANG LRT STATION,0.1660185284843394,18
231 BISHAN ST 23,BISHAN MRT STATION,0.7568587070604564,5
195 KIM KEAT AVE,POTONG PASIR MRT STATION,1.106105481787708,7
109 SERANGOON NTH AVE 1,KOVAN MRT STATION,1.9144408243576563,1
546C SEGAR RD,SEGAR LRT STATION,0.13557040548691915,11
166B YUNG KUANG RD,LAKESIDE MRT STATION,1.4458611490111726,3
204D COMPASSVALE DR,RANGGUNG LRT STATION,0.42986967940712284,18
743 WOODLANDS CIRCLE,ADMIRALTY MRT STATION,0.6270443965314116,5
179 BT BATOK WEST AVE 8,BUKIT BATOK MRT STATION,0.8952229284696497,5
513C YISHUN ST 51,KHATIB MRT STATION,1.2239246489806854,2
920 HOUGANG ST 91,HOUGANG MRT STATION,1.1059911242351705,8
381 CLEMENTI AVE 5,CLEMENTI MRT STATION,0.49959905617242145,2
677A PUNGGOL DR,DAMAI LRT STATION,0.06962047591282325,20
123 TECK WHYE LANE,KEAT HONG LRT STATION,0.07794729817046246,12
207 PETIR RD,PENDING LRT STATION,0.47936213505550096,13
654 YISHUN AVE 4,YISHUN MRT STATION,0.9279515422426219,2
317 JURONG EAST ST 31,CHINESE GARDEN MRT STATION,0.5061058810246891,4
745 JURONG WEST ST 73,PIONEER MRT STATION,1.0443559470322386,2
682C EDGEDALE PLAINS,OASIS LRT STATION,0.3468355676561336,16
215 TAMPINES ST 23,TAMPINES EAST MRT STATION,0.232381329935936,6
787D WOODLANDS CRES,ADMIRALTY MRT STATION,0.5077886038512339,4
474 PASIR RIS DR 6,PASIR RIS MRT STATION,0.8470091768019663,1
410A FERNVALE RD,FERNVALE LRT STATION,0.20652750613311902,7
460 CLEMENTI AVE 3,CLEMENTI MRT STATION,0.4574707120785625,2
424B YISHUN AVE 11,YISHUN MRT STATION,1.6550522542625266,2
91 C'WEALTH DR,COMMONWEALTH MRT STATION,0.41233865968748806,7
401 TAMPINES ST 41,TAMPINES MRT STATION,0.30429017366341654,6
686B WOODLANDS DR 73,ADMIRALTY MRT STATION,0.6332003253680313,2
646 YISHUN ST 61,KHATIB MRT STATION,0.724880245932257,2
212 CHOA CHU KANG CTRL,SOUTH VIEW LRT STATION,0.3297348506051818,12
712 TAMPINES ST 71,TAMPINES MRT STATION,0.7806849973153119,4
123 GEYLANG EAST CTRL,ALJUNIED MRT STATION,0.3415783123306374,12
467A ADMIRALTY DR,SEMBAWANG MRT STATION,0.7557375733170424,2
571A WOODLANDS AVE 1,WOODLANDS SOUTH MRT STATION,0.4457438033709563,5
853 JURONG WEST ST 81,PIONEER MRT STATION,1.161327476472753,2
35 TELOK BLANGAH RISE,HARBOURFRONT MRT STATION,0.8381670956795761,5
259 BOON LAY DR,BOON LAY MRT STATION,0.8145696744258599,3
298C COMPASSVALE ST,COMPASSVALE LRT STATION,0.20452891133913453,26
970 HOUGANG ST 91,TONGKANG LRT STATION,1.3105860564959246,7
117 LOR 1 TOA PAYOH,BRADDELL MRT STATION,0.16151771545338944,7
51 SIMS DR,ALJUNIED MRT STATION,0.4447658374671276,14
81 MACPHERSON LANE,TAI SENG MRT STATION,0.41735544077618275,12
250 BISHAN ST 22,ANG MO KIO MRT STATION,1.1120705445439352,4
874 WOODLANDS ST 82,WOODLANDS MRT STATION,0.7506565096568474,5
636A SENJA RD,SENJA LRT STATION,0.63375530548217,17
426 HOUGANG AVE 6,HOUGANG MRT STATION,0.27269673575596426,7
207 YISHUN ST 21,YISHUN MRT STATION,0.31039294537028567,3
118 HOUGANG AVE 1,KOVAN MRT STATION,0.7909974817488189,5
451B SENGKANG WEST WAY,FERNVALE LRT STATION,0.3302368522362585,7
764 JURONG WEST ST 74,PIONEER MRT STATION,1.311538485581373,2
203B COMPASSVALE RD,RANGGUNG LRT STATION,0.39807343855898275,17
122C SENGKANG EAST WAY,BAKAU LRT STATION,0.10343253151346653,19
350 CLEMENTI AVE 2,CLEMENTI MRT STATION,0.5474985810430097,2
171 WOODLANDS ST 11,MARSILING MRT STATION,0.31562789072280667,5
724 TAMPINES ST 71,TAMPINES MRT STATION,0.9199957356861991,3
376B HOUGANG ST 32,HOUGANG MRT STATION,0.8156720312109779,2
447 JURONG WEST ST 42,LAKESIDE MRT STATION,0.9114411409622741,2
4C ST. GEORGE'S LANE,BOON KENG MRT STATION,0.32357155483237604,10
662A EDGEDALE PLAINS,KADALOOR LRT STATION,0.33858042771573565,12
952 JURONG WEST ST 91,PIONEER MRT STATION,0.8534478386753254,2
551 PASIR RIS ST 51,PASIR RIS MRT STATION,0.7563863600515371,4
495F TAMPINES ST 43,TAMPINES EAST MRT STATION,0.9285195736275905,4
512 WOODLANDS DR 14,WOODLANDS MRT STATION,0.2268368127543687,6
322 YISHUN CTRL,YISHUN MRT STATION,0.6536909432718906,2
735 WOODLANDS CIRCLE,ADMIRALTY MRT STATION,0.5119315564448282,5
443 JURONG WEST AVE 1,LAKESIDE MRT STATION,0.8366443274680551,2
580 HOUGANG AVE 4,BUANGKOK MRT STATION,0.8271819970272882,10
413 PANDAN GDNS,JURONG EAST MRT STATION,1.633723365596983,3
355 YISHUN RING RD,YISHUN MRT STATION,1.1824739116576257,2
488B CHOA CHU KANG AVE 5,SOUTH VIEW LRT STATION,0.7645720961205036,5
