SEARCHVAL,LATITUDE,LONGITUDE
UOB IMM BUILDING AUTOLOBBY,1.334917588,103.7468771
OCBC IMM BUILDING - NEAR GIANT SUPERMARKET,1.334917588,103.7468771
DBS IMM EBC,1.334917588,103.7468771
OCBC PUNGGOL DRIVE - FAIRPRICE,1.404610031,103.9086656
DAMAI GROVE,1.404610031,103.9086656
SWEETLANDS CHILDCARE PUNGGOL 612 PTE. LTD.,1.404610028,103.9086656
ELDIX,1.408602535,103.759759
JURONG WEST POST OFFICE,1.350112439,103.7245987
CENTRAL 24-HR CLNIC (JURONG WEST),1.350085031,103.7247573
DBS JURONG WEST STREET 41,1.350110346,103.7246718
492 JURONG WEST STREET 41 SINGAPORE 640492,1.349945436,103.7251805
44 JALAN MERAH SAGA SINGAPORE 278116,1.311921954,103.796844
DBS NTUC CAMBRIDGE ROAD,1.315315951,103.8494542
43 CAMBRIDGE ROAD SINGAPORE 210043,1.315363027,103.8494345
OCBC CAMBRIDGE ROAD - FAIRPRICE,1.315315951,103.8494542
DBS APERIA BRANCH,1.309711207,103.8643264
IMONTESSORI PTE. LTD.,1.30974242,103.8641017
JOSIAH BABIES (APERIA),1.30974242,103.8641017
APERIA,1.309711207,103.8643264
TUAS TECHPARK,1.310694281,103.63019
MYVILLAGE AT SERANGOON GARDEN,1.365114906,103.8651595
DBS SERANGOON GARDEN BRANCH,1.365043438,103.8652816
DBS NTUC SERANGOON GARDEN VILLAGE,1.365280606,103.8651012
DBS SERANGOON TREASURES,1.365280606,103.8651012
CLEMENTI ARCADE,1.323552869,103.7675155
BRIGHTON MONTESSORI INTERNATIONAL PRE-SCHOOL @ SUNSET,1.323250401,103.7672601
387 UPPER ALJUNIED ROAD SINGAPORE 367872,1.333123242,103.8788419
YISHUN CENTRAL POST OFFICE,1.429733874,103.8358549
YISHUN PUBLIC LIBRARY,1.429314161,103.836523
NORTHPOINT CITY,1.429698486,103.8357765
MAYBANK MAYBANK@YISHUN,1.429244143,103.8361072
UOB NORTHPOINT SHOPPING CENTRE,1.429643774,103.8358035
OCBC NORTHPOINT,1.429667701,103.8358392
NORTHPOINT CITY (NORTH WING),1.429466608,103.8357907
KHATIB MRT STATION (NS14),1.41738337,103.8329799
DBS KHATIB MRT STATION,1.417589061,103.833061
UOB KHATIB MRT STATION,1.417589061,103.833061
CITIBANK KHATIB SMRT STATION,1.417589061,103.833061
OCBC KHATIB MRT STATION,1.41738337,103.8329799
OCBC CHANGI AIRPORT TERMINAL 2 - ARRIVAL HALL NORTH,1.356239754,103.989365
OCBC CHANGI AIRPORT TERMINAL 2 - DEPARTURE/CHECK-IN HALL NORTH,1.356239754,103.989365
OCBC CHANGI AIRPORT TERMINAL 2 - DEPARTURE/TRANSIT LOUNGE SOUTH,1.356239754,103.989365
OCBC CHANGI AIRPORT TERMINAL 2 - DEPARTURE/TRANSIT NORTH,1.356239754,103.989365
DBS CHANGI AIRPORT TERMINAL 2 BASEMENT,1.356239754,103.989365
CITIBANK CHANGI AIRPORT TERMINAL 2 DEPARTURE HALL,1.355738684,103.9891119
CIVIL AVIATION AUTHORITY OF SINGAPORE (CAAS),1.355247096,103.9891497
UOB CHANGI AIRPORT BRANCH (T2),1.356007377,103.9889418
UOB CHANGI AIRPORT TERMINAL 2 - ARRIVAL MEETING HALL NORTH,1.356239754,103.989365
UOB CHANGI AIRPORT TERMINAL 2 - DEPARTURE TRANSIT LOUNGE SOUTH,1.356239754,103.989365
MAYBANK OFFSITE@CHANGIAIRPORTT2,1.355977241,103.9892441
METEOROLOGICAL SERVICE SINGAPORE,1.355251763,103.9889397
HSBC CHANGI AIRPORT T2 ARRIVAL HALL SOUTH EXIT DOOR 4,1.3554634,103.9892768
OCBC CHANGI AIRPORT TERMINAL 2 - ARRIVAL HALL SOUTH,1.356239754,103.989365
CHANGI AIRPORT BUS TERMINAL 2,1.355299432,103.989142
CHANGI AIRPORT RECREATION CLUB,1.355504551,103.989141
CHANGI AIRPORT TERMINAL 2 BUILDING,1.354969382,103.9890665
CHANGI AIRPORT TERMINAL 2 POST OFFICE,1.355190947,103.988751
CITIBANK CHANI AIRPORT TERMINAL 2 ARRIVAL HALL TRANSIT LOUNGE,1.355738671,103.989306
DBS CHANGI AIRPORT TERMINAL 2 ARRIVAL MEETING HALL,1.356239754,103.989365
FERNVALE RIVERGROVE,1.397798747,103.8816988
GROUND PLAZA (MARINA BAY LINK MALL),1.279921262,103.8547731
MARINA BAY LINK MALL,1.280238254,103.8533697
LEARNING VISION @ WORK PTE. LTD.,1.430443615,103.7938049
VISTA POINT,1.430897146,103.7939274
OCBC VISTA POINT,1.430801139,103.7941048
OCBC VISTA POINT - CHEERS,1.430801139,103.7941048
FC,1.430443618,103.7938049
DBS VISTA POINT,1.430999316,103.7941016
UOB VISTA POINT,1.430840068,103.7934163
WOODLANDS DEW,1.44834155,103.8010571
612 GEYLANG ROAD SINGAPORE 389551,1.314150013,103.8885449
612A GEYLANG ROAD SINGAPORE 389551,1.314150013,103.8885449
612B GEYLANG ROAD SINGAPORE 389551,1.314150013,103.8885449
612C GEYLANG ROAD SINGAPORE 389551,1.314150013,103.8885449
OCBC PARAGON,1.304006404,103.8359789
CITIBANK PARAGON,1.303710847,103.8352666
THE PARAGON,1.303872309,103.8358575
PARAGON MEDICAL,1.304182126,103.835941
MINDCHAMPS PRESCHOOL @ PARAGON PTE. LIMITED,1.303723224,103.8352403
DBS PARAGON SHOPPING CENTRE,1.303723217,103.8352403
UOB THE PARAGON,1.30375856,103.8352403
DBS TANGLIN HALT ROAD,1.302038022,103.7980217
CARE CORNER FAMILY SERVICE CENTRE (QUEENSTOWN),1.301785064,103.7982264
COMMONWEALTH VIEW,1.301864727,103.7981743
UOB TANGLIN HALT ROAD,1.301864728,103.7981743
147 SYED ALWI ROAD SINGAPORE 207706,1.309752999,103.8557015
225 OUTRAM ROAD SINGAPORE 169038,1.283450776,103.8353712
225A OUTRAM ROAD SINGAPORE 169038,1.283450776,103.8353712
225B OUTRAM ROAD SINGAPORE 169038,1.283450776,103.8353712
225C OUTRAM ROAD SINGAPORE 169038,1.283450776,103.8353712
225D OUTRAM ROAD SINGAPORE 169038,1.283450776,103.8353712
225E OUTRAM ROAD SINGAPORE 169038,1.283450776,103.8353712
225F OUTRAM ROAD SINGAPORE 169038,1.283450776,103.8353712
OCBC HOUGANG AVE 1 - 7 ELEVEN,1.353703135,103.8906808
DBS HOUGANG AVENUE 1,1.353703135,103.8906808
UOB HOUGANG AVENUE 1,1.353703135,103.8906808
106 HOUGANG AVENUE 1 SINGAPORE 530106,1.353702971,103.8906808
HDB BISHAN BRANCH,1.349622352,103.8498817
512 BISHAN STREET 13 SINGAPORE 570512,1.34962235,103.8498817
RAFFLES CITY TOWER,1.294076445,103.8533318
RAFFLES CITY SHOPPING CENTRE,1.293893579,103.8531199
CITIBANK RAFFLES CITY SHOPPING CENTRE,1.293760281,103.8527683
OCBC WOODLANDS AVE 1 - FAIRPRICE,1.431063955,103.7904541
CHAMPIONS COURT,1.431063955,103.7904541
DBS NTUC WOODLANDS AVENUE 1,1.431063955,103.7904541
UOB ANG MO KIO AVENUE 6,1.371409211,103.8470829
OCBC ANG MO KIO AVE 6 - FAIRPRICE,1.371409211,103.8470829
DBS NTUC ANG MO KIO AVENUE 6,1.371305078,103.8471293
712 ANG MO KIO AVENUE 6 SINGAPORE 560712,1.371410968,103.8470845
BRICKWORKS ESTATE,1.28645354,103.8082424
DBS NTUC JALAN BUKIT MERAH/1,1.286471486,103.8082751
OCBC JALAN BUKIT MERAH - FAIRPRICE,1.286441576,103.808287
MACPHERSON RESIDENCY,1.329181051,103.8882484
MY FIRST SKOOL,1.339315039,103.705351
BOON LAY BUS INTERCHANGE,1.33931504,103.705351
STANDARD CHARTERED BANK JURONG POINT,1.339581968,103.7060064
MAYBANK MAYBANK@JURONGPOINT,1.33931504,103.705351
ZHONGSHAN MALL,1.326945045,103.8465544
RAMADA SINGAPORE AT ZHONGSHAN PARK,1.327029916,103.8464909
OCBC JURONG WEST ST 41 - FAIRPRICE,1.348333357,103.7243073
DBS NTUC JURONG WEST STREET 41,1.348333357,103.7243073
498 JURONG WEST STREET 41 SINGAPORE 640498,1.348333358,103.7243073
GETHSEMANE BIBLE PRESBYTERIAN CHURCH,1.318940374,103.89494
GOLDEN VILLAGE (GV PAYA LEBAR),1.31885611,103.8940672
DBS NTUC SINGAPORE POST CENTRE,1.318982204,103.8947228
DBS PAYA LEBAR BRANCH,1.319027069,103.8947585
SINGAPORE POST CENTRE,1.318996669,103.8948949
OCBC SINGAPORE POST CENTRE - FAIRPRICE,1.318838262,103.8945823
HEART OF GOD CHURCH,1.318869408,103.8947313
GENERAL POST OFFICE,1.318931326,103.8944829
KRANJI INDUSTRIAL ESTATE,1.43594536,103.7540084
THE LEO,1.337338627,103.9037351
OCBC WOODLANDS AVENUE 1 - FAIRPRICE,1.429336335,103.7813373
DBS NTUC THE WOODGROVE,1.429384741,103.7812921
THE WOODGROVE,1.428987657,103.780917
70 TUAS SOUTH AVENUE 1 SINGAPORE 637285,1.312703972,103.6261294
DBS TUAS VIEW DORMITORY,1.313953297,103.6258157
TUAS VIEW DORMITORY,1.314099429,103.6258945
212 LORONG 8 TOA PAYOH SINGAPORE 310212,1.340642936,103.8543345
OCBC TOA PAYOH LORONG 8,1.340652197,103.8543345
EASTWOOD CENTRE,1.321542499,103.9555356
DBS KALLANG LEISURE PARK,1.302221774,103.8761527
UOB KALLANG LEISURE PARK,1.301928838,103.8762082
LEISURE PARK KALLANG,1.302301084,103.876474
OCBC STADIUM STATION,1.302301084,103.876474
FILMGARDE AT LEISURE PARK KALLANG,1.302404625,103.8766381
HOLLAND ROAD SHOPPING CENTRE,1.310277476,103.7953712
MINDCHAMPS PRESCHOOL @ HOLLAND V PTE. LTD.,1.310255422,103.7953504
UOB HOLLAND ROAD BRANCH,1.310255419,103.7953504
OCBC KALLANG WAVE - FAIRPRICE,1.303071576,103.8730447
OCBC KALLANG WAVE BRANCH,1.303075152,103.8731497
KALLANG WAVE MALL,1.303075152,103.8731497
509 BEDOK NORTH STREET 3 SINGAPORE 460509,1.333175419,103.931265
CARING HUT,1.333066482,103.9310914
STAR KIDZ POWERCLUB,1.333066482,103.9310914
LITTLE PROFESSORS EDUCATION CENTRE @ BEDOK LLP,1.333066482,103.9310914
DBS BEDOK NORTH STREET 3,1.333175419,103.931265
OCBC THE CLEMENTI MALL - FAIRPRICE,1.315161908,103.7647118
DBS CLEMENTI MALL,1.315495939,103.7645838
DBS NTUC CLEMENTI MALL,1.315495939,103.7645838
CLEMENTI CENTRAL POST OFFICE,1.315353307,103.7646519
THE CLEMENTI MALL,1.314896196,103.7644231
STANDARD CHARTERED BANK CLEMENTI MALL,1.315553403,103.7645276
CITIBANK CLEMENTI MALL,1.315553543,103.7645964
CLEMENTI BUS INTERCHANGE,1.314966523,103.7642705
CLEMENTI PUBLIC LIBRARY,1.31498673,103.7647247
UOB CLEMENTI BUS INTERCHANGE,1.314853224,103.7642482
SKYLACE LEARNING HUB PTE LTD,1.339044798,103.8556183
KIM KEAT COURT,1.339044798,103.8555411
SEGAR VALE,1.388240217,103.7695754
TECK GHEE HEARTLANDS,1.365384226,103.852967
52 CHIN SWEE ROAD SINGAPORE 160052,1.287082783,103.8415801
MANDAI LODGE 1,1.410722195,103.768396
313 TANJONG KATONG ROAD SINGAPORE 437096,1.306086558,103.8961504
313A TANJONG KATONG ROAD SINGAPORE 437096,1.306086558,103.8961504
313B TANJONG KATONG ROAD SINGAPORE 437096,1.306086558,103.8961504
313C TANJONG KATONG ROAD SINGAPORE 437096,1.306086558,103.8961504
CATHAY CINEPLEX DOWNTOWN EAST,1.375951222,103.9555989
COSTA SANDS RESORT (DOWNTOWN EAST),1.379127179,103.9554448
DBS DOWNTOWN EAST RESORT,1.376590365,103.9556894
DBS NTUC PASIR RIS E!HUB,1.376590365,103.9556894
DOWNTOWN EAST,1.376914125,103.9550367
E!HUB@DOWNTOWN EAST,1.376343383,103.9556493
ACES MONTESSORI KIDZ KINDERGARTEN,1.376698068,103.9551412
OCBC DOWNTOWN EAST - MARKET SQUARE@DOWNTOWN EAST,1.376656855,103.9556828
D'RESORT @ DOWNTOWN EAST,1.380177501,103.9551507
UOB E!HUB DOWNTOWN EAST,1.377140741,103.9535991
WILD WILD WET,1.377377667,103.9542711
NTUC CLUB,1.376565677,103.9552229
OCBC DOWNTOWN EAST - FAIRPRICE,1.376656855,103.9556828
PASIR RIS POST OFFICE,1.377128208,103.9550302
CITIBANK PLAZA SINGAPURA,1.30083413,103.8450727
UOB PLAZA SINGAPURA,1.300820718,103.8450673
PLAZA SINGAPURA,1.30074771,103.8450476
DBS PLAZA SINGAPURA BRANCH,1.300820718,103.8450673
HSBC PLAZA SINGAPURA,1.300834972,103.8450729
GOLDEN VILLAGE (GV PLAZA),1.300820718,103.8450673
OCBC PLAZA SINGAPURA,1.300820718,103.8450673
STANDARD CHARTERED BANK PLAZA SINGAPURA,1.30083413,103.8450727
BINJAI PARK,1.336613787,103.7869748
BINJAI PARK,1.336614756,103.7869692
BINJAI PARK,1.336614756,103.7869692
OCBC SUNSHINE PLACE,1.377897277,103.7390155
DBS SUNSHINE PLACE,1.377897277,103.7390155
KITS4KIDS SPECIAL SCHOOL,1.377968358,103.7391757
THE JOYOUS VET,1.377971933,103.7390421
LEARNING VISION @ WORK PTE LTD,1.377974793,103.7389413
SUNSHINE PLACE,1.377897276,103.7390155
KINDERLAND  KINDERGARTEN (CHOA CHU KANG),1.378056148,103.7389318
UOB SUNSHINE PLACE,1.377897277,103.7390155
KEAT HONG LAUREL,1.380627988,103.7415201
DBS NTUC EUNOS CRESCENT,1.321193276,103.903409
5 EUNOS CRESCENT SINGAPORE 400005,1.321190968,103.9035545
OCBC EUNOS CRESCENT - FAIRPRICE,1.321189791,103.9032663
DBS NTUC COMPASSVALE LINK,1.382379847,103.8938004
ASPELLA,1.38233699,103.8936078
OCBC COMPASSVALE LINK - FAIRPRICE,1.382379847,103.8938004
542B SERANGOON NORTH AVENUE 3 SINGAPORE 552542,1.37368393,103.871417
MKT/FC,1.373729439,103.8714512
MRC KINDERGARTEN (SERANGOON NORTH),1.373683929,103.871417
JOO KOON BUS INTERCHANGE,1.327161861,103.6782793
UOB JOO KOON BUS INTERCHANGE,1.325617641,103.6784106
DBS NTUC BENOI WAREHOUSE CLUB,1.324606649,103.6780964
FAIRPRICE HUB,1.325617678,103.6784097
OCBC BENOI RD- FAIRPRICE,1.325617641,103.6784106
SQUARE 2,1.32070511,103.8441607
NOVENA MEDICAL CENTRE,1.320441031,103.8441926
DBS NTUC SQUARE 2,1.320429671,103.8438921
TUAS TECHPARK,1.311002407,103.6315723
36 YIO CHU KANG ROAD SINGAPORE 545553,1.356760561,103.8760016
4 SAGO LANE SINGAPORE 050004,1.281800622,103.8429082
376 BUKIT BATOK STREET 31 SINGAPORE 650376,1.358317052,103.7495799
510 BISHAN STREET 13 SINGAPORE 570510,1.348888439,103.849692
STAR LEARNERS MONTESSORI PTE. LTD.,1.348888439,103.849692
OCBC BISHAN ST 13 - FAIRPRICE,1.348888439,103.849692
DBS NTUC BISHAN STREET 13,1.348888483,103.8496922
FUNAN O1,1.291372584,103.8502825
FUNAN O2,1.29111964,103.849875
DEPARTMENT OF STATISTICS,1.29109531,103.8499248
"PARKROYAL COLLECTION MARINA BAY, SINGAPORE",1.291573957,103.857027
DBS MARINA SQUARE,1.290981684,103.8576476
PSB ACADEMY CITY CAMPUS,1.291207739,103.8575407
MARINA SQUARE,1.291855333,103.8585781
UOB MARINA SQUARE,1.290986357,103.8574898
UOB MARINA SQUARE AUTOLOBBY,1.290971999,103.8575754
OCBC MARINA SQUARE,1.291594805,103.8570487
MINDCHAMPS PRESCHOOL @ MARINA SQUARE PTE. LTD.,1.291455268,103.8570073
TIONG BAHRU ESTATE,1.284413965,103.8341355
11 MOHAMED SULTAN ROAD SINGAPORE 239010,1.293841011,103.8416149
BCH@301,1.312721174,103.878642
CARPE DIEM YOUNG JOY PTE. LTD.,1.383399516,103.7710861
OCBC FAJAR SHOPPING CENTRE,1.383601112,103.7709401
FAJAR SHOPPING CENTRE,1.383580324,103.7707685
DBS FAJAR SHOPPING CENTRE,1.383574699,103.7708685
UOB FAJAR SHOPPING CENTRE,1.38364777,103.7708866
OCBC BUKIT BATOK WEST AVE 8 - FAIRPRICE,1.347162362,103.7428079
166 BUKIT BATOK WEST AVENUE 8 SINGAPORE 650166,1.34715255,103.7428248
MAX STUDENT CARE SERVICES,1.347372003,103.7428944
DBS NTUC BUKIT BATOK EAST AVENUE 8,1.347162362,103.7428079
OCBC BEDOK NORTH ST 1 - FAIRPRICE,1.325918415,103.931687
DBS NTUC BEDOK NORTH STREET 1,1.325884918,103.9316537
212 BEDOK NORTH STREET 1 SINGAPORE 460212,1.325940692,103.93164
OCBC LIMBANG SHOPPING CENTRE,1.392073887,103.7430996
DBS NTUC LIMBANG SHOPPING CENTRE,1.392073887,103.7430996
CHERIE HEARTS HOLDINGS PTE. LTD.,1.392073879,103.7430996
LIMBANG SHOPPING CENTRE,1.392067823,103.7431023
OCBC LIMBANG SHOPPING CENTRE - FAIRPRICE,1.392059532,103.7431549
DBS LIMBANG SHOPPING CENTRE,1.392073887,103.7430996
OCBC TAMPINES CENTRAL 1,1.35590219,103.9459122
DBS TAMPINES CENTRAL,1.355952387,103.9459374
506 TAMPINES CENTRAL 1 SINGAPORE 520506,1.355952387,103.9459374
COMPASSVALE NORTH GATE,1.394848165,103.8960423
DBS COMPASSVALE STREET/263,1.394848165,103.8960423
YISHUN MRT STATION (NS13),1.429443085,103.835005
OCBC YISHUN MRT STATION,1.429588766,103.8350504
CITIBANK YISHUN SMRT STATION,1.429517287,103.8350583
UOB YISHUN MRT STATION,1.429445808,103.8350583
DBS YISHUN MRT STATION,1.429525229,103.8349951
OCBC NEW UPPER CHANGI ROAD - FAIRPRICE,1.324252012,103.9415719
DBS NEW UPPER CHANGI ROAD,1.324252012,103.9415719
57 NEW UPPER CHANGI ROAD SINGAPORE 461057,1.324245542,103.9415687
UOB NEW UPPER CHANGI ROAD,1.324252012,103.9415719
BLUE STARS DORMITORY,1.333145784,103.6952481
OKIO,1.322133428,103.8531997
YOUNG ACHIEVERS EDUCATION CENTRE,1.3455121,103.7312191
YUHUA PLACE,1.345512106,103.7312191
OCBC JURONG EAST ST 31 - FAIRPRICE,1.345512106,103.7312191
DBS NTUC JURONG EAST STREET 31/345,1.345512106,103.7312191
PERENNIAL BUSINESS CITY,1.3319184,103.7449204
PUNGGOL TOPAZ,1.405413537,103.8968239
NOBLELAND ARTS N LEARNING PLACE @PUNGGOL PTE. LTD.,1.405413536,103.8968239
71 KALLANG BAHRU SINGAPORE 330071,1.320992942,103.87039
DBS KALLANG BAHRU,1.320945086,103.870428
DBS NTUC KALLANG BAHRU,1.320945087,103.8703377
UOB KALLANG BAHRU,1.320969013,103.8704756
OCBC KALLANG BAHRU - FAIRPRICE,1.320911587,103.87039
DBS UPPER ALJUNIED ROAD,1.334292423,103.8787911
1 UPPER ALJUNIED LANE SINGAPORE 360001,1.334292424,103.8787462
VALLEY POINT,1.293036009,103.8270691
VALLEY POINT SHOPPING CENTRE,1.293017851,103.8269408
OCBC RIVER VALLEY ROAD - FAIRPRICE,1.293105154,103.8270759
DBS NTUC VALLEY POINT,1.293099172,103.8270462
CARNIVAL CINEMAS S11 PUNGGOL,1.417641025,103.8963481
DBS PPT LODGE 1B,1.417032225,103.8960853
PPT LODGE 1B,1.4169078,103.8960188
COSTA RIS,1.369686255,103.9479224
WESTLITE TOH GUAN DORMITORY,1.336499316,103.751872
SHAW HOUSE,1.305809816,103.8315074
SHAW THEATRES LIDO,1.305868006,103.8315183
JURONG EAST VILLE,1.336584653,103.7376233
NOVENA REGENCY,1.321146529,103.8415504
DBS CONNEXIS,1.299510673,103.7875557
CONNEXIS,1.299437367,103.7875767
CONNEXIS / SYMBIOSIS,1.299150165,103.7875812
"AGENCY FOR SCIENCE, TECHNOLOGY AND RESEARCH (A*STAR)",1.299598572,103.7876409
INSTITUTE OF HIGH PERFORMANCE COMPUTING,1.299363288,103.7876876
SPRING SINGAPORE (TECHNOLOGY INNOVATION DIVISION),1.299294066,103.7874041
INSTITUTE FOR INFOCOMM RESEARCH,1.299383209,103.7875887
SCIENCE & ENGINEERING RESEARCH COUNCIL,1.29927805,103.7876177
BETHESDA COMMUNITY,1.324645447,103.9311115
209 NEW UPPER CHANGI ROAD SINGAPORE 460209,1.324635731,103.9310688
DBS WHITE SANDS BRANCH,1.372287616,103.9497339
OCBC WHITE SANDS BRANCH,1.372345191,103.9498054
DBS NTUC WHITE SANDS,1.372287616,103.9497339
UOB WHITE SANDS MALL,1.372449817,103.9497157
WHITE SANDS,1.372449817,103.9497157
OCBC WHITE SANDS - FAIRPRICE,1.372345191,103.9498054
PASIR RIS PUBLIC LIBRARY,1.372456407,103.9497635
91 UPPER PAYA LEBAR ROAD SINGAPORE 534821,1.337484929,103.8870042
DBS NUS KENT VALE,1.301761305,103.7693694
KENT VALE,1.301760495,103.7693711
SEMBAWANG RIVERLODGE,1.455512086,103.8145403
DBS SEMBAWANG DRIVE 463,1.455553884,103.8146493
GEYLANG SERAI MARKET,1.31672515,103.8979774
SRI GEYLANG SERAI,1.316736349,103.8982279
DBS GEYLANG SERAI MARKET AND FOOD CENTRE,1.316678856,103.8981027
UOB GEYLANG SERAI MARKET,1.316736349,103.8982279
OCBC HAVELOCK ROAD - FAIRPRICE,1.289764755,103.8268029
THE BEO CRESCENT,1.289778139,103.8267937
MY FIRST SKOOL,1.28977814,103.8267938
DBS NTUC HAVELOCK ROAD,1.289764755,103.8268029
EMBASSY OF SWEDEN,1.300212928,103.8372865
SWEDISH SUPPLEMENTARY EDUCATION SCHOOL,1.300300123,103.8373125
OCBC TRIPLE ONE SOMERSET - FAIRPRICE,1.300286776,103.8374202
111 SOMERSET,1.300206257,103.8373171
EUNOS GROVE,1.332959236,103.9149418
UOB BEDOK RESERVOIR ROAD,1.332958733,103.9149418
OCBC BEDOK RESERVOIR RD - 7 ELEVEN,1.332958733,103.9149418
142 TECK WHYE LANE SINGAPORE 680142,1.380790496,103.7519544
CITIBANK FORUM THE SHOPPING MALL,1.306554305,103.8286525
DBS FORUM THE SHOPPING MALL,1.306248731,103.8290349
CHILTERN HOUSE FORUM,1.306195799,103.828509
FORUM THE SHOPPING MALL,1.306097522,103.8286786
OCBC FORUM THE SHOPPING MALL,1.306248731,103.8290349
761 YISHUN STREET 72 SINGAPORE 760761,1.425398425,103.833259
UOB YISHUN STREET 72,1.425398424,103.833259
291 YISHUN STREET 22 SINGAPORE 760291,1.435760804,103.8367239
UOB YISHUN AUTOLOBBY,1.435762303,103.8367289
OCBC YISHUN ST 22 - 7 ELEVEN,1.435762303,103.8367289
GHIM MOH ESTATE POST OFFICE,1.310081182,103.7885329
21 GHIM MOH ROAD SINGAPORE 270021,1.310103026,103.788546
HILLV2,1.362674508,103.7641729
LEARN 4 OUR FUTURE LLP,1.433642735,103.8396346
239 YISHUN RING ROAD SINGAPORE 760239,1.433595146,103.8396854
DBS NTUC YISHUN RING ROAD,1.433594531,103.8396867
DBS PUNGGOL DRIVE,1.399461178,103.9160545
THE MEADOWS,1.399446151,103.9160547
BETHEL KINDERLITES,1.321766436,103.8866728
BETHEL STUDENT CARE CENTRE,1.321766436,103.8866728
DBS NTUC ALJUNIED AVENUE 2,1.321724552,103.8868071
OCBC ALJUNIED AVE 2 - FAIRPRICE,1.321724552,103.8868071
114 ALJUNIED AVENUE 2 SINGAPORE 380114,1.321722962,103.8868118
MLC (WELLINGTON) PTE. LTD.,1.453845188,103.8195433
SEMBAWANG MART,1.453810656,103.8196198
ZULFA KINDERGARTEN @ SEMBAWANG MART PTE LTD,1.453845188,103.8195433
BERRY TREE PRESCHOOL@SEMBAWANG PRIVATE LIMITED,1.453845188,103.8195433
OCBC CANBERRA ROAD - FAIRPRICE,1.453610144,103.8196256
DBS NTUC CANBERRA ROAD,1.45384519,103.8195433
WESTLINK TECHPARK,1.300911235,103.62779
HARBOURFRONT CENTRE CHECKPOINT,1.263472536,103.8202272
CONSULATE-GENERAL OF THE REPUBLIC OF COTE D'IVOIRE,1.264012932,103.820051
DBS HARBOURFRONT BRANCH,1.264478445,103.8203152
UOB HARBOURFRONT CENTRE AUTOLOBBY,1.262063364,103.8187326
OCBC MARITIME SQUARE HARBOURFRONT BRANCH,1.264088893,103.8202088
DBS SINGAPORE CRUISE CENTRE,1.264478445,103.8203152
HARBOURFRONT CENTRE,1.263969912,103.8202433
HARBOURFRONT CENTRE POST OFFICE,1.263931603,103.8201122
HARBOURFRONT PASSENGER TERMINAL,1.264031726,103.8203497
OCBC MARITIME SQUARE,1.264088893,103.8202088
SINGAPORE CRUISE CENTRE,1.263365415,103.8202401
MULTI STOREY CAR PARK,1.364489743,103.7519871
PCF SPARKLETOTS PRESCHOOL @ BUKIT GOMBAK 395A (CC),1.363938215,103.751896
DBS ANCHORPOINT,1.289011589,103.805331
ANCHORPOINT SHOPPING CENTRE,1.28861469,103.80501
UOB ANCHORPOINT,1.28861469,103.80501
FUCHUN NEIGHBOURHOOD CENTRE,1.43150527,103.7735157
GLOBALKIDS EDU PTE LTD,1.375635002,103.8719964
SERANGOON NORTH AMENITY CENTRE,1.375653901,103.8720178
OCBC SERANGOON NORTH AVE 5 - SHENG SIONG,1.375653673,103.8720121
CLUNY COURT,1.322573169,103.8142455
OCBC YUNG KUANG ROAD - FAIRPRICE,1.332059386,103.7224529
DBS NTUC YUNG KUANG ROAD,1.332059386,103.7224529
63 YUNG KUANG ROAD SINGAPORE 610063,1.332213982,103.7226916
343 BEDOK ROAD SINGAPORE 469526,1.331272339,103.9472683
GREEN COURT,1.313289737,103.8851538
GREEN COURT,1.313289737,103.8851538
GREEN COURT,1.313289737,103.8851538
OCBC JURONG POINT SHOPPING CENTRE,1.339452004,103.706685
OCBC JURONG POINT SHOPPING CENTRE - JURONG POINT BRANCH,1.339452004,103.706685
DBS JURONG POINT BRANCH,1.339452004,103.706685
JURONG POINT,1.339452717,103.706685
JURONG POINT POST OFFICE,1.339830158,103.7064609
UOB JURONG POINT BRANCH,1.339452004,103.706685
OCBC JURONG POINT SHOPPING CENTRE - FAIRPRICE,1.339452004,103.706685
JURONG POINT FOODCOURT,1.34040038,103.7066741
GOLDEN VILLAGE (GV JURONG POINT),1.339452004,103.706685
NEW HORIZON CENTRE (JURONG POINT),1.339738866,103.7067896
DBS JURONG WEST BRANCH,1.339473475,103.7067488
UOB JURONG POINT SHOPPING CENTRE,1.339452004,103.706685
NGEE ANN CITY,1.302424172,103.8346761
MARINE TERRACE HAVEN,1.305605694,103.9153761
TANGLIN DELIVERY BASE,1.305611665,103.8229629
TANGLIN POST OFFICE,1.305552432,103.8230845
WEE CARE KINDERGARTEN,1.305611671,103.8229629
DBS MARINA BAY SANDS BASEMENT 2,1.283558721,103.8585057
DBS MARINA BAY SANDS LEVEL 1,1.283558721,103.8585057
THE SHOPPES AT MARINA BAY SANDS,1.28423496,103.8589823
CRYSTAL PAVILION SOUTH,1.283322499,103.8576291
DBS DBS MARINA BAY SANDS BRANCH,1.283854644,103.8586749
GOMBAK PLACE,1.347701477,103.7570446
OCBC BUKIT BATOK EAST AVE 3 - FAIRPRICE,1.347622398,103.7571501
DBS NTUC BUKIT BATOK EAST AVENUE 3,1.347622398,103.7571501
CORALINUS,1.403719398,103.906138
UOB PUNGGOL CENTRAL,1.403580476,103.906279
COMPASSVALE ANCILLA,1.386218355,103.8929955
DBS NTUC SENGKANG EAST AVENUE/279,1.386218355,103.8929955
